번호,구정보,신고일,조치일,주소,유형,위도,경도
1142,광진구,2023-10-10,2023-10-10,서울특별시 광진구 군자동 47-1,자전거 도로,37.5547717,127.0780602
1143,광진구,2023-10-10,2023-10-10,서울특별시 광진구 화양동 164-2,"버스정류장, 택시 승강장",37.5459327,127.0734121
1144,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 65-2,보도 중앙,37.5326587,127.0672041
1145,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 854-3,보도 중앙,37.5327534,127.0674782
1146,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 788,보도 중앙,37.5329775,127.0697684
1147,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1148,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
1149,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 2-3,"버스정류장, 택시 승강장",37.5385953,127.0691436
1150,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 856-16,보도와 차도가 구분된 도로의 차도,37.5316754,127.0694316
1151,광진구,2023-10-10,2023-10-10,서울특별시 광진구 자양동 507-36,자전거 도로,37.5356387,127.0691437
1152,광진구,2023-10-10,2023-10-10,서울특별시 광진구 군자동 247,"버스정류장, 택시 승강장",37.5524835,127.0766376
1153,광진구,2023-10-10,2023-10-10,서울특별시 광진구 능동 315-14,"버스정류장, 택시 승강장",37.5520617,127.0771333
1154,광진구,2023-10-10,2023-10-10,서울특별시 광진구 군자동 79-2,보도와 차도가 구분된 도로의 차도,37.5551458,127.0772818
1155,광진구,2023-10-10,2023-10-10,서울특별시 광진구 중곡동 266-1,"횡단보도, 산책로 등",37.5655538,127.0865745
1156,광진구,2023-10-10,2023-10-10,서울특별시 광진구 중곡동 30-78,"횡단보도, 산책로 등",37.5653894,127.0860934
1157,광진구,2023-10-10,2023-10-10,서울특별시 광진구 중곡동 158-24,"횡단보도, 산책로 등",37.5581522,127.0802906
1158,광진구,2023-10-12,2023-10-12,서울특별시 광진구 자양동 227-336,보도 중앙,37.5382901,127.0745698
1159,광진구,2023-10-12,2023-10-12,서울특별시 광진구 자양동 227-336,보도 중앙,37.5382901,127.0745698
1160,광진구,2023-10-12,2023-10-12,서울특별시 광진구 자양동 227-336,보도 중앙,37.5382901,127.0745698
1161,광진구,2023-10-12,2023-10-12,서울특별시 광진구 자양동 227-9,보도 중앙,37.5384283,127.0757863
1162,광진구,2023-10-12,2023-10-12,서울특별시 광진구 화양동 4-1,보도 중앙,37.5408043,127.0732433
1163,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 98-23,"버스정류장, 택시 승강장",37.5500575,127.0757788
1164,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 98-23,"버스정류장, 택시 승강장",37.5500575,127.0757788
1165,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 98-23,"버스정류장, 택시 승강장",37.5500575,127.0757788
1166,광진구,2023-10-12,2023-10-12,서울특별시 광진구 능동 282-1,자전거 도로,37.5551353,127.0786842
1167,광진구,2023-10-12,2023-10-12,서울특별시 광진구 능동 279-10,"횡단보도, 산책로 등",37.5556349,127.0788765
1168,광진구,2023-10-12,2023-10-12,서울특별시 광진구 능동 279-9,보도 중앙,37.556075,127.0791175
1169,광진구,2023-10-12,2023-10-12,서울특별시 광진구 능동 282-1,보도 중앙,37.5551353,127.0786842
1170,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 477-29,보도 중앙,37.5557396,127.0784627
1171,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 226,보도 중앙,37.5515329,127.0755151
1172,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1173,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 374,"점자블록, 엘리베이터 입구",37.5476677,127.074061
1174,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1175,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 374-18,"점자블록, 엘리베이터 입구",37.5475782,127.0741252
1176,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 374,"점자블록, 엘리베이터 입구",37.5476677,127.074061
1177,광진구,2023-10-12,2023-10-12,서울특별시 광진구 화양동 111-72,"횡단보도, 산책로 등",37.5469628,127.0744421
1178,광진구,2023-10-12,2023-10-12,서울특별시 광진구 자양동 607-9,보도 중앙,37.5322778,127.0782412
1179,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 79-2,보도 중앙,37.5551458,127.0772818
1180,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
1181,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 311-1,보도와 차도가 구분된 도로의 차도,37.5485604,127.0731815
1182,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,보도 중앙,37.5484375,127.0710871
1183,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1184,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1185,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1186,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1187,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1188,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1189,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1190,광진구,2023-10-12,2023-10-12,서울특별시 광진구 군자동 503-1,보도 중앙,37.5484565,127.0709253
1191,광진구,2023-10-16,2023-10-16,서울특별시 광진구 자양동 74-14,보도 중앙,37.5323179,127.0667332
1192,광진구,2023-10-16,2023-10-16,서울특별시 광진구 자양동 74-14,보도 중앙,37.5323179,127.0667332
1193,광진구,2023-10-16,2023-10-16,서울특별시 광진구 자양동 854-3,보도 중앙,37.5327534,127.0674782
1194,광진구,2023-10-16,2023-10-16,서울특별시 광진구 자양동 856-14,보도 중앙,37.5324179,127.0686107
1195,광진구,2023-10-16,2023-10-16,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1196,광진구,2023-10-16,2023-10-16,서울특별시 광진구 능동 315-18,자전거 도로,37.5523627,127.0774716
1197,광진구,2023-10-16,2023-10-16,서울특별시 광진구 능동 280-1,자전거 도로,37.5542596,127.0780253
1198,광진구,2023-10-16,2023-10-16,서울특별시 광진구 능동 279-5,자전거 도로,37.5555987,127.0789771
1199,광진구,2023-10-16,2023-10-16,서울특별시 광진구 중곡동 672,보도와 차도가 구분된 도로의 차도,37.5576689,127.0794849
1200,광진구,2023-10-16,2023-10-16,서울특별시 광진구 중곡동 161-24,"버스정류장, 택시 승강장",37.559133,127.0808367
1201,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 226,보도 중앙,37.5515329,127.0755151
1202,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 226,보도 중앙,37.5515329,127.0755151
1203,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 79-2,보도 중앙,37.5551458,127.0772818
1204,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 499,보도 중앙,37.5564277,127.0789665
1205,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
1206,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 477-28,"버스정류장, 택시 승강장",37.5561394,127.0786843
1207,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 47-2,자전거 도로,37.5531399,127.0772116
1208,광진구,2023-10-16,2023-10-16,서울특별시 광진구 화양동 111-185,"횡단보도, 산책로 등",37.5468726,127.0741788
1209,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 346-42,"점자블록, 엘리베이터 입구",37.5481723,127.0723192
1210,광진구,2023-10-16,2023-10-16,서울특별시 광진구 능동 18-47,"횡단보도, 산책로 등",37.5486211,127.0750733
1211,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 98-2,자전거 도로,37.5484886,127.0748582
1212,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 98-2,자전거 도로,37.5484886,127.0748582
1213,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 362-11,보도 중앙,37.5490567,127.0721179
1214,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 344-14,보도 중앙,37.5511137,127.0708747
1215,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 344-14,보도 중앙,37.5511137,127.0708747
1216,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1217,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1218,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1219,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1220,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1221,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1222,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 503,자전거 도로,37.5484375,127.0710871
1223,광진구,2023-10-16,2023-10-16,서울특별시 광진구 구의동 245-24,보도 중앙,37.5380692,127.0890292
1224,광진구,2023-10-16,2023-10-16,서울특별시 광진구 능동 18,자전거 도로,37.5495886,127.081578
1225,광진구,2023-10-16,2023-10-16,서울특별시 광진구 군자동 226,보도 중앙,37.5515329,127.0755151
1226,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1227,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-21,"점자블록, 엘리베이터 입구",37.5473453,127.0743501
1228,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1229,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1230,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1231,광진구,2023-10-17,2023-10-17,서울특별시 광진구 군자동 374-35,"점자블록, 엘리베이터 입구",37.5474944,127.0742091
1232,광진구,2023-10-17,2023-10-17,서울특별시 광진구 화양동 111-110,"점자블록, 엘리베이터 입구",37.5470601,127.0730964
1233,광진구,2023-10-17,2023-10-17,서울특별시 광진구 자양동 227-342,"버스정류장, 택시 승강장",37.5387882,127.0711369
1234,광진구,2023-10-17,2023-10-17,서울특별시 광진구 자양동 227-342,"버스정류장, 택시 승강장",37.5387882,127.0711369
1235,광진구,2023-10-17,2023-10-17,서울특별시 광진구 자양동 227-336,"횡단보도, 산책로 등",37.5382901,127.0745698
1236,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 243-66,지하철역 진출입로 및 주변,37.5375938,127.0870344
1237,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 246-41,"점자블록, 엘리베이터 입구",37.5374066,127.0860414
1238,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 245-24,"점자블록, 엘리베이터 입구",37.5380692,127.0890292
1239,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 246-20,"점자블록, 엘리베이터 입구",37.5368715,127.0843325
1240,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 246-20,"점자블록, 엘리베이터 입구",37.5368715,127.0843325
1241,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 246-45,"점자블록, 엘리베이터 입구",37.5372103,127.0855539
1242,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 246-20,"점자블록, 엘리베이터 입구",37.5368715,127.0843325
1243,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 665,"횡단보도, 산책로 등",37.5513375,127.0905584
1244,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 53-10,지하철역 진출입로 및 주변,37.552312,127.0899793
1245,광진구,2023-10-17,2023-10-17,서울특별시 광진구 구의동 53-10,"횡단보도, 산책로 등",37.552312,127.0899793
1246,광진구,2023-10-18,2023-10-18,서울특별시 광진구 군자동 1-1,자전거 도로,37.5554749,127.0782008
1247,광진구,2023-10-18,2023-10-18,서울특별시 광진구 군자동 47-1,자전거 도로,37.5547717,127.0780602
1248,광진구,2023-10-18,2023-10-18,서울특별시 광진구 군자동 47-1,"횡단보도, 산책로 등",37.5547717,127.0780602
1249,광진구,2023-10-18,2023-10-18,서울특별시 광진구 군자동 374,"횡단보도, 산책로 등",37.5476677,127.074061
1250,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
1251,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 787,보도 중앙,37.5322136,127.0716289
1252,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 1-6,"횡단보도, 산책로 등",37.5400908,127.0697292
1253,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 533-12,보도 중앙,37.536894,127.0715909
1254,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 533-3,보도 중앙,37.5370917,127.0703584
1255,광진구,2023-10-18,2023-10-18,서울특별시 광진구 자양동 510-9,보도 중앙,37.5356139,127.0695836
1256,광진구,2023-10-18,2023-10-18,서울특별시 광진구 중곡동 272-12,보도 중앙,37.556515,127.0815322
1257,광진구,2023-10-18,2023-10-18,서울특별시 광진구 중곡동 341-13,보도 중앙,37.5569429,127.0809355
1258,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 220-6,보도 중앙,37.5566031,127.0799835
1259,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
1260,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 220-6,보도 중앙,37.5566031,127.0799835
1261,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 276-5,보도 중앙,37.5566288,127.0801922
1262,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 279-3,자전거 도로,37.5560395,127.0792184
1263,광진구,2023-10-18,2023-10-18,서울특별시 광진구 능동 279-9,자전거 도로,37.556075,127.0791175
1264,광진구,2023-10-18,2023-10-18,서울특별시 광진구 군자동 473-32,"횡단보도, 산책로 등",37.5578422,127.0770869
1265,광진구,2023-10-19,2023-10-19,서울특별시 광진구 군자동 502,"횡단보도, 산책로 등",37.5556681,127.0785544
1266,광진구,2023-10-19,2023-10-19,서울특별시 광진구 군자동 502,"횡단보도, 산책로 등",37.5556681,127.0785544
1267,광진구,2023-10-19,2023-10-19,서울특별시 광진구 군자동 502,"횡단보도, 산책로 등",37.5556681,127.0785544
1268,광진구,2023-10-19,2023-10-19,서울특별시 광진구 군자동 502,"횡단보도, 산책로 등",37.5556681,127.0785544
1269,광진구,2023-10-19,2023-10-19,서울특별시 광진구 군자동 502,"횡단보도, 산책로 등",37.5556681,127.0785544
1270,광진구,2023-10-19,2023-10-19,서울특별시 광진구 능동 339-2,"횡단보도, 산책로 등",37.5493448,127.0754819
