번호,구정보,신고일,조치일,주소,유형,위도,경도
383,광진구,2023-05-02,2023-05-02,서울특별시 광진구 능동 282-1,자전거 도로,37.5551353,127.0786842
384,광진구,2023-05-02,2023-05-02,서울특별시 광진구 화양동 164-9,보도 중앙,37.5425437,127.0718327
385,광진구,2023-05-02,2023-05-02,서울특별시 광진구 중곡동 292,보도 중앙,37.5688657,127.0864947
386,광진구,2023-05-04,2023-05-04,서울특별시 광진구 자양동 788,보도 중앙,37.5329775,127.0697684
387,광진구,2023-05-04,2023-05-04,서울특별시 광진구 능동 18,"횡단보도, 산책로 등",37.5495886,127.081578
388,광진구,2023-05-04,2023-05-04,서울특별시 광진구 자양동 718,보도 중앙,37.533038,127.0761433
389,광진구,2023-05-04,2023-05-04,서울특별시 광진구 광장동 448-4,"횡단보도, 산책로 등",37.5430631,127.1021715
390,광진구,2023-05-04,2023-05-04,서울특별시 광진구 자양동 520,보도 중앙,37.5341945,127.0743074
391,광진구,2023-05-04,2023-05-04,서울특별시 광진구 광장동 572-2,"횡단보도, 산책로 등",37.5408895,127.0963488
392,광진구,2023-05-04,2023-05-04,서울특별시 광진구 광장동 576,"버스정류장, 택시 승강장",37.5425096,127.0977483
393,광진구,2023-05-04,2023-05-04,서울특별시 광진구 자양동 794-10,보도 중앙,37.5365651,127.0766832
394,광진구,2023-05-04,2023-05-04,서울특별시 광진구 구의동 200-2,"횡단보도, 산책로 등",37.541167,127.0953041
395,광진구,2023-05-04,2023-05-04,서울특별시 광진구 구의동 200-2,"횡단보도, 산책로 등",37.541167,127.0953041
396,광진구,2023-05-04,2023-05-04,서울특별시 광진구 구의동 220-41,보도 중앙,37.5390731,127.0905426
397,광진구,2023-05-04,2023-05-04,서울특별시 광진구 중곡동 79-9,"횡단보도, 산책로 등",37.5576487,127.0882603
398,광진구,2023-05-04,2023-05-04,서울특별시 광진구 중곡동 123-1,보도 중앙,37.5575666,127.0876948
399,광진구,2023-05-04,2023-05-04,서울특별시 광진구 중곡동 21-10,"버스정류장, 택시 승강장",37.5632352,127.0872548
400,광진구,2023-05-04,2023-05-04,서울특별시 광진구 중곡동 21-11,"버스정류장, 택시 승강장",37.5633933,127.0872269
401,광진구,2023-05-10,2023-05-10,서울특별시 광진구 화양동 4-1,보도 중앙,37.5408043,127.0732433
402,광진구,2023-05-10,2023-05-10,서울특별시 광진구 화양동 4-20,보도 중앙,37.5406698,127.0714146
403,광진구,2023-05-10,2023-05-10,서울특별시 광진구 화양동 6-3,보도 중앙,37.5405069,127.0705832
404,광진구,2023-05-10,2023-05-10,서울특별시 광진구 화양동 526-34,보도 중앙,37.5391326,127.0747285
405,광진구,2023-05-10,2023-05-10,서울특별시 광진구 중곡동 608-6,보도 중앙,37.5702334,127.0858835
406,광진구,2023-05-10,2023-05-10,서울특별시 광진구 중곡동 166-41,"버스정류장, 택시 승강장",37.5643756,127.0832173
407,광진구,2023-05-10,2023-05-10,서울특별시 광진구 중곡동 675,"점자블록, 엘리베이터 입구",37.5612523,127.0817291
408,광진구,2023-05-10,2023-05-10,서울특별시 광진구 군자동 47-2,자전거 도로,37.5531399,127.0772116
409,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 279-3,자전거 도로,37.5560395,127.0792184
410,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 279-2,보도 중앙,37.5562243,127.0793201
411,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
412,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 280-1,지하철역 진출입로 및 주변,37.5542596,127.0780253
413,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 265-10,보도 중앙,37.5562729,127.0813995
414,광진구,2023-05-10,2023-05-10,서울특별시 광진구 능동 255-5,보도 중앙,37.5534292,127.0878454
415,광진구,2023-05-12,2023-05-12,서울특별시 광진구 군자동 499,"횡단보도, 산책로 등",37.5564277,127.0789665
416,광진구,2023-05-12,2023-05-12,서울특별시 광진구 군자동 47-1,자전거 도로,37.5547717,127.0780602
417,광진구,2023-05-12,2023-05-12,서울특별시 광진구 군자동 1-10,자전거 도로,37.5546997,127.077762
418,광진구,2023-05-12,2023-05-12,서울특별시 광진구 군자동 482,보도와 차도가 구분된 도로의 차도,37.5577586,127.0750337
419,광진구,2023-05-16,2023-05-16,서울특별시 광진구 자양동 553-241,보도 중앙,37.5337125,127.0712985
420,광진구,2023-05-16,2023-05-16,서울특별시 광진구 자양동 515-2,보도 중앙,37.5362412,127.0714855
421,광진구,2023-05-16,2023-05-16,서울특별시 광진구 자양동 520-8,보도 중앙,37.5337534,127.0748733
422,광진구,2023-05-16,2023-05-16,서울특별시 광진구 자양동 533-13,보도 중앙,37.5365076,127.0727446
423,광진구,2023-05-16,2023-05-16,서울특별시 광진구 중곡동 150-103,"횡단보도, 산책로 등",37.5614019,127.0871114
424,광진구,2023-05-16,2023-05-16,서울특별시 광진구 중곡동 40-14,"횡단보도, 산책로 등",37.5623967,127.0826701
425,광진구,2023-05-16,2023-05-16,서울특별시 광진구 중곡동 157-1,"횡단보도, 산책로 등",37.557626,127.0800323
426,광진구,2023-05-16,2023-05-16,서울특별시 광진구 중곡동 272-12,"횡단보도, 산책로 등",37.556515,127.0815322
427,광진구,2023-05-16,2023-05-16,서울특별시 광진구 화양동 164-2,보도 중앙,37.5459327,127.0734121
428,광진구,2023-05-16,2023-05-16,서울특별시 광진구 화양동 39-5,보도 중앙,37.5460168,127.0736683
429,광진구,2023-05-18,2023-05-18,서울특별시 광진구 자양동 517,보도 중앙,37.5355419,127.0721826
430,광진구,2023-05-18,2023-05-18,서울특별시 광진구 자양동 97-1,보도 중앙,37.5329129,127.0617054
431,광진구,2023-05-18,2023-05-18,서울특별시 광진구 중곡동 676,"점자블록, 엘리베이터 입구",37.5588578,127.0803378
432,광진구,2023-05-18,2023-05-18,서울특별시 광진구 구의동 96,보도와 차도가 구분된 도로의 차도,37.5513141,127.0899978
433,광진구,2023-05-18,2023-05-18,서울특별시 광진구 광장동 237-12,자전거 도로,37.5453874,127.102961
434,광진구,2023-05-18,2023-05-18,서울특별시 광진구 광장동 580,자전거 도로,37.5449476,127.1030064
435,광진구,2023-05-18,2023-05-18,서울특별시 광진구 광장동 218-1,"횡단보도, 산책로 등",37.5431583,127.1041888
436,광진구,2023-05-18,2023-05-18,서울특별시 광진구 구의동 251-38,보도 중앙,37.5405385,127.0834941
437,광진구,2023-05-18,2023-05-18,서울특별시 광진구 구의동 251-53,보도 중앙,37.5396334,127.0834414
438,광진구,2023-05-18,2023-05-18,서울특별시 광진구 자양동 205-2,보도 중앙,37.5404132,127.0832724
439,광진구,2023-05-18,2023-05-18,서울특별시 광진구 자양동 216-26,보도 중앙,37.5364387,127.0839767
440,광진구,2023-05-18,2023-05-18,서울특별시 광진구 중곡동 150-405,"횡단보도, 산책로 등",37.5625351,127.0878078
441,광진구,2023-05-24,2023-05-24,서울특별시 광진구 자양동 520-8,보도 중앙,37.5337534,127.0748733
442,광진구,2023-05-24,2023-05-24,서울특별시 광진구 자양동 227-9,보도 중앙,37.5384283,127.0757863
443,광진구,2023-05-24,2023-05-24,서울특별시 광진구 중곡동 272-11,"횡단보도, 산책로 등",37.5573144,127.0797687
444,광진구,2023-05-24,2023-05-24,서울특별시 광진구 중곡동 157-24,"점자블록, 엘리베이터 입구",37.5570261,127.0806447
445,광진구,2023-05-24,2023-05-24,서울특별시 광진구 중곡동 669,"횡단보도, 산책로 등",37.5582963,127.0777656
446,광진구,2023-05-24,2023-05-24,서울특별시 광진구 중곡동 669,"횡단보도, 산책로 등",37.5582963,127.0777656
447,광진구,2023-05-24,2023-05-24,서울특별시 광진구 군자동 489,보도와 차도가 구분된 도로의 차도,37.5571574,127.0765053
448,광진구,2023-05-24,2023-05-24,서울특별시 광진구 능동 282-2,보도 중앙,37.5549293,127.0785824
449,광진구,2023-05-24,2023-05-24,서울특별시 광진구 능동 282-2,보도 중앙,37.5549293,127.0785824
450,광진구,2023-05-24,2023-05-24,서울특별시 광진구 능동 279-8,보도와 차도가 구분된 도로의 차도,37.5554427,127.0788007
451,광진구,2023-05-24,2023-05-24,서울특별시 광진구 능동 279-5,보도 중앙,37.5555987,127.0789771
452,광진구,2023-05-24,2023-05-24,서울특별시 광진구 중곡동 163-2,"횡단보도, 산책로 등",37.5622358,127.0819075
453,광진구,2023-05-26,2023-05-26,서울특별시 광진구 능동 18-11,자전거 도로,37.5468015,127.0778337
454,광진구,2023-05-26,2023-05-26,서울특별시 광진구 자양동 740,보도와 차도가 구분된 도로의 차도,37.530402,127.0787441
455,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 554-3,보도 중앙,37.53395,127.0687643
456,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 738,보도 중앙,37.5304135,127.0744479
457,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 508-9,보도 중앙,37.5356578,127.0670882
458,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 553-19,보도 중앙,37.5350328,127.0671576
459,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 2-7,보도 중앙,37.5387483,127.0692988
460,광진구,2023-06-02,2023-06-02,서울특별시 광진구 군자동 1-1,자전거 도로,37.5554749,127.0782008
461,광진구,2023-06-02,2023-06-02,서울특별시 광진구 군자동 1-7,자전거 도로,37.5548885,127.0779085
462,광진구,2023-06-02,2023-06-02,서울특별시 광진구 군자동 47-1,자전거 도로,37.5547717,127.0780602
463,광진구,2023-06-02,2023-06-02,서울특별시 광진구 능동 282-1,자전거 도로,37.5551353,127.0786842
464,광진구,2023-06-02,2023-06-02,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
465,광진구,2023-06-02,2023-06-02,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
466,광진구,2023-06-02,2023-06-02,서울특별시 광진구 아차산로 382,보도 중앙,37.5366625,127.085267
467,광진구,2023-06-02,2023-06-02,서울특별시 광진구 능동 18,자전거 도로,37.5495886,127.081578
468,광진구,2023-06-02,2023-06-02,서울특별시 광진구 구의동 246-111,보도 중앙,37.5368592,127.0844581
469,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 216-8,보도 중앙,37.5363864,127.084677
470,광진구,2023-06-02,2023-06-02,서울특별시 광진구 자양동 216-9,보도 중앙,37.5365959,127.0850189
471,광진구,2023-06-02,2023-06-02,서울특별시 광진구 구의동 243-14,"점자블록, 엘리베이터 입구",37.5376024,127.0865804
472,광진구,2023-06-02,2023-06-02,서울특별시 광진구 구의동 246-3,"점자블록, 엘리베이터 입구",37.5375471,127.0863769
473,광진구,2023-06-08,2023-06-08,서울특별시 광진구 화양동 526-34,보도 중앙,37.5391326,127.0747285
474,광진구,2023-06-08,2023-06-08,서울특별시 광진구 화양동 526-34,보도 중앙,37.5391326,127.0747285
475,광진구,2023-06-08,2023-06-08,서울특별시 광진구 자양동 2-7,보도 중앙,37.5387483,127.0692988
476,광진구,2023-06-08,2023-06-08,서울특별시 광진구 자양동 553-666,보도 중앙,37.5332285,127.06904
477,광진구,2023-06-08,2023-06-08,서울특별시 광진구 능동 283-15,보도 중앙,37.5538514,127.0780439
478,광진구,2023-06-08,2023-06-08,서울특별시 광진구 화양동 164-2,보도 중앙,37.5459327,127.0734121
479,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 1-2,자전거 도로,37.5553494,127.0781539
480,광진구,2023-06-08,2023-06-08,서울특별시 광진구 능동 282-1,자전거 도로,37.5551353,127.0786842
481,광진구,2023-06-08,2023-06-08,서울특별시 광진구 능동 279-3,자전거 도로,37.5560395,127.0792184
482,광진구,2023-06-08,2023-06-08,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
483,광진구,2023-06-08,2023-06-08,서울특별시 광진구 화양동 5-52,보도 중앙,37.5416936,127.071386
484,광진구,2023-06-08,2023-06-08,서울특별시 광진구 능동 269-1,보도와 차도가 구분된 도로의 차도,37.556192,127.0796489
485,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 478-5,보도 중앙,37.5568876,127.0788413
486,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 478-5,보도 중앙,37.5568876,127.0788413
487,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 47-1,보도 중앙,37.5547717,127.0780602
488,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 498,"횡단보도, 산책로 등",37.5566612,127.0779868
489,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
490,광진구,2023-06-08,2023-06-08,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
491,광진구,2023-06-12,2023-06-12,서울특별시 광진구 자양동 227-7,보도 중앙,37.5378028,127.0726322
492,광진구,2023-06-12,2023-06-12,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
493,광진구,2023-06-12,2023-06-12,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
494,광진구,2023-06-12,2023-06-12,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
495,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 164-9,보도와 차도가 구분된 도로의 차도,37.5425437,127.0718327
496,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 2-50,보도 중앙,37.5441411,127.0725683
497,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 39-4,자전거 도로,37.5449467,127.073278
498,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 39-5,자전거 도로,37.5460168,127.0736683
499,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 39-5,자전거 도로,37.5460168,127.0736683
500,광진구,2023-06-12,2023-06-12,서울특별시 광진구 화양동 111-146,"횡단보도, 산책로 등",37.5457135,127.0735988
501,광진구,2023-06-12,2023-06-12,서울특별시 광진구 중곡동 649-8,보도 중앙,37.5578753,127.0795622
502,광진구,2023-06-12,2023-06-12,서울특별시 광진구 자양로18길 65,보도와 차도가 구분된 도로의 차도,37.5383855,127.0871225
503,광진구,2023-06-12,2023-06-12,서울특별시 광진구 군자동 372-1,보도 중앙,37.5490295,127.0731988
504,광진구,2023-06-12,2023-06-12,서울특별시 광진구 군자동 311-1,보도 중앙,37.5485604,127.0731815
505,광진구,2023-06-12,2023-06-12,서울특별시 광진구 군자동 311-1,보도 중앙,37.5485604,127.0731815
506,광진구,2023-06-12,2023-06-12,서울특별시 광진구 군자동 362-11,보도 중앙,37.5490567,127.0721179
507,광진구,2023-06-14,2023-06-14,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
508,광진구,2023-06-14,2023-06-14,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
509,광진구,2023-06-14,2023-06-14,서울특별시 광진구 화양동 4-1,보도 중앙,37.5408043,127.0732433
510,광진구,2023-06-14,2023-06-14,서울특별시 광진구 화양동 39-5,보도 중앙,37.5460168,127.0736683
511,광진구,2023-06-14,2023-06-14,서울특별시 광진구 화양동 39-5,보도 중앙,37.5460168,127.0736683
512,광진구,2023-06-14,2023-06-14,서울특별시 광진구 중곡동 675,보도 중앙,37.5612523,127.0817291
513,광진구,2023-06-14,2023-06-14,서울특별시 광진구 중곡동 158-24,보도 중앙,37.5581522,127.0802906
514,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 1-7,자전거 도로,37.5548885,127.0779085
515,광진구,2023-06-14,2023-06-14,서울특별시 광진구 능동 463-1,"횡단보도, 산책로 등",37.5476115,127.0746156
516,광진구,2023-06-14,2023-06-14,서울특별시 광진구 능동 463-1,"횡단보도, 산책로 등",37.5476115,127.0746156
517,광진구,2023-06-14,2023-06-14,서울특별시 광진구 능동 283-26,자전거 도로,37.5535888,127.0778635
518,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
519,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 65-3,보도 중앙,37.5540914,127.075049
520,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 103,"횡단보도, 산책로 등",37.5525873,127.0720813
521,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 342-27,보도와 차도가 구분된 도로의 차도,37.5515149,127.0711785
522,광진구,2023-06-14,2023-06-14,서울특별시 광진구 중곡동 31-38,보도 중앙,37.5629236,127.0829219
523,광진구,2023-06-14,2023-06-14,서울특별시 광진구 군자동 313,자전거 도로,37.5518104,127.0765659
524,광진구,2023-06-14,2023-06-14,서울특별시 광진구 능동 18,자전거 도로,37.5495886,127.081578
525,광진구,2023-06-15,2023-06-15,서울특별시 광진구 능동 18,자전거 도로,37.5495886,127.081578
526,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-31,지하철역 진출입로 및 주변,37.5367244,127.0849762
527,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-9,보도 중앙,37.5365959,127.0850189
528,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-9,보도 중앙,37.5365959,127.0850189
529,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-8,보도 중앙,37.5363864,127.084677
530,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-8,보도 중앙,37.5363864,127.084677
531,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-9,보도 중앙,37.5365959,127.0850189
532,광진구,2023-06-15,2023-06-15,서울특별시 광진구 자양동 216-8,보도 중앙,37.5363864,127.084677
533,광진구,2023-06-15,2023-06-15,서울특별시 광진구 구의동 246-20,지하철역 진출입로 및 주변,37.5368715,127.0843325
534,광진구,2023-06-15,2023-06-15,서울특별시 광진구 구의동 246-99,"횡단보도, 산책로 등",37.5368445,127.0838224
535,광진구,2023-06-16,2023-06-16,서울특별시 광진구 자양동 517,보도 중앙,37.5355419,127.0721826
536,광진구,2023-06-16,2023-06-16,서울특별시 광진구 자양동 855-2,보도 중앙,37.5328185,127.0683211
537,광진구,2023-06-16,2023-06-16,서울특별시 광진구 자양동 856,보도 중앙,37.5321852,127.0690312
538,광진구,2023-06-16,2023-06-16,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
539,광진구,2023-06-16,2023-06-16,서울특별시 광진구 자양동 497-2,보도 중앙,37.5330664,127.0705813
540,광진구,2023-06-16,2023-06-16,서울특별시 광진구 군자동 477-28,"버스정류장, 택시 승강장",37.5561394,127.0786843
541,광진구,2023-06-16,2023-06-16,서울특별시 광진구 능동 280-1,보도 중앙,37.5542596,127.0780253
542,광진구,2023-06-16,2023-06-16,서울특별시 광진구 능동 279-5,자전거 도로,37.5555987,127.0789771
543,광진구,2023-06-16,2023-06-16,서울특별시 광진구 군자동 1-11,자전거 도로,37.5545454,127.0777077
544,광진구,2023-06-16,2023-06-16,서울특별시 광진구 군자동 270,자전거 도로,37.551712,127.0763045
545,광진구,2023-06-16,2023-06-16,서울특별시 광진구 능동 279-3,자전거 도로,37.5560395,127.0792184
546,광진구,2023-06-16,2023-06-16,서울특별시 광진구 중곡동 272-12,지하철역 진출입로 및 주변,37.556515,127.0815322
547,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 49-53,보도 중앙,37.55488,127.0754446
548,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
549,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 64-2,보도 중앙,37.5542917,127.0750482
550,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
551,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 1-1,"점자블록, 엘리베이터 입구",37.5554749,127.0782008
552,광진구,2023-06-19,2023-06-19,서울특별시 광진구 군자동 47-2,보도 중앙,37.5531399,127.0772116
553,광진구,2023-06-19,2023-06-19,서울특별시 광진구 중곡동 272-12,지하철역 진출입로 및 주변,37.556515,127.0815322
554,광진구,2023-06-19,2023-06-19,서울특별시 광진구 중곡동 157-25,지하철역 진출입로 및 주변,37.5570943,127.0803688
555,광진구,2023-06-19,2023-06-19,서울특별시 광진구 중곡동 272-12,지하철역 진출입로 및 주변,37.556515,127.0815322
556,광진구,2023-06-20,2023-06-20,서울특별시 광진구 군자동 236,자전거 도로,37.5519413,127.0763531
557,광진구,2023-06-20,2023-06-20,서울특별시 광진구 군자동 224,자전거 도로,37.5524855,127.0761656
558,광진구,2023-06-21,2023-06-21,서울특별시 광진구 군자동 98,보도 중앙,37.5507345,127.0741314
559,광진구,2023-06-21,2023-06-21,서울특별시 광진구 화양동 196-1,보도 중앙,37.5475218,127.0725904
560,광진구,2023-06-21,2023-06-21,서울특별시 광진구 화양동 490-2,보도 중앙,37.5460129,127.076516
561,광진구,2023-06-21,2023-06-21,서울특별시 광진구 화양동 490-2,보도 중앙,37.5460129,127.076516
562,광진구,2023-06-21,2023-06-21,서울특별시 광진구 화양동 490-2,보도 중앙,37.5460129,127.076516
563,광진구,2023-06-21,2023-06-21,서울특별시 광진구 능동 18-11,자전거 도로,37.5468015,127.0778337
564,광진구,2023-06-21,2023-06-21,서울특별시 광진구 자양동 204-1,"횡단보도, 산책로 등",37.5367608,127.0832751
565,광진구,2023-06-22,2023-06-22,서울특별시 광진구 중곡동 272-9,"횡단보도, 산책로 등",37.5587168,127.0804144
566,광진구,2023-06-22,2023-06-22,서울특별시 광진구 중곡동 341-13,자전거 도로,37.5569429,127.0809355
567,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
568,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 493,보도 중앙,37.555662,127.0771817
569,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
570,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 473-32,보도 중앙,37.5578422,127.0770869
571,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 478-1,"횡단보도, 산책로 등",37.5571506,127.078655
572,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 478-1,"횡단보도, 산책로 등",37.5571506,127.078655
573,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 478-1,"횡단보도, 산책로 등",37.5571506,127.078655
574,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 478-1,보도 중앙,37.5571506,127.078655
575,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 473-18,보도 중앙,37.5572187,127.078386
576,광진구,2023-06-22,2023-06-22,서울특별시 광진구 군자동 473-18,보도 중앙,37.5572187,127.078386
577,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
578,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-2,보도와 차도가 구분된 도로의 차도,37.5370207,127.0740764
579,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
580,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
581,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
582,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
583,광진구,2023-06-22,2023-06-22,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
584,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 499,"횡단보도, 산책로 등",37.5564277,127.0789665
585,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 478-1,"횡단보도, 산책로 등",37.5571506,127.078655
586,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 478-1,"횡단보도, 산책로 등",37.5571506,127.078655
587,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 478-1,"점자블록, 엘리베이터 입구",37.5571506,127.078655
588,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 1-1,자전거 도로,37.5554749,127.0782008
589,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 47-2,"버스정류장, 택시 승강장",37.5531399,127.0772116
590,광진구,2023-06-23,2023-06-23,서울특별시 광진구 능동 316-1,보도 중앙,37.5517683,127.0770711
591,광진구,2023-06-23,2023-06-23,서울특별시 광진구 능동 282-1,"버스정류장, 택시 승강장",37.5551353,127.0786842
592,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 478-1,보도 중앙,37.5571506,127.078655
593,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 478-1,보도 중앙,37.5571506,127.078655
594,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 79-2,보도 중앙,37.5551458,127.0772818
595,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 66-11,보도 중앙,37.554109,127.0752542
596,광진구,2023-06-23,2023-06-23,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
597,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
598,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
599,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
600,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
601,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
602,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
603,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
604,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-2,보도 중앙,37.5370207,127.0740764
605,광진구,2023-06-23,2023-06-23,서울특별시 광진구 자양동 783-1,보도 중앙,37.5363514,127.0745967
606,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 489,보도 중앙,37.5571574,127.0765053
607,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 498,보도 중앙,37.5566612,127.0779868
608,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 346-42,보도 중앙,37.5481723,127.0723192
609,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 503-1,보도 중앙,37.5484565,127.0709253
610,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 360-22,보도 중앙,37.5489473,127.0706552
611,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 346-42,보도 중앙,37.5481723,127.0723192
612,광진구,2023-06-27,2023-06-27,서울특별시 광진구 능동 279-3,자전거 도로,37.5560395,127.0792184
613,광진구,2023-06-27,2023-06-27,서울특별시 광진구 능동 279-2,자전거 도로,37.5562243,127.0793201
614,광진구,2023-06-27,2023-06-27,서울특별시 광진구 군자동 489,"횡단보도, 산책로 등",37.5571574,127.0765053
615,광진구,2023-06-27,2023-06-27,서울특별시 광진구 중곡동 265-17,보도와 차도가 구분된 도로의 차도,37.5572664,127.0819475
616,광진구,2023-06-27,2023-06-27,서울특별시 광진구 중곡동 266-1,"버스정류장, 택시 승강장",37.5655538,127.0865745
617,광진구,2023-06-27,2023-06-27,서울특별시 광진구 중곡동 18-27,"버스정류장, 택시 승강장",37.56552,127.0868211
618,광진구,2023-06-27,2023-06-27,서울특별시 광진구 중곡동 605-1,"횡단보도, 산책로 등",37.5707246,127.0864254
619,광진구,2023-06-28,2023-06-28,서울특별시 광진구 중곡동 266-1,"횡단보도, 산책로 등",37.5655538,127.0865745
